company_id,company_name,industry,state,company_age_years,annual_revenue_cr,ebitda_cr,net_profit_cr,total_debt_cr,net_worth_cr,capacity_utilization_pct,employee_count,gst_turnover_cr,bank_credit_flow_cr,litigation_cases,auditor_flag,promoter_experience_years,past_default_flag,industry_risk_score,news_sentiment_score,collateral_value_cr,credit_rating,loan_amount_requested_cr,debt_to_ebitda,profit_margin_pct,gst_bank_gap_cr,collateral_coverage_ratio
765,Corp_765,Retail,Delhi,37,880.87,68.9,-13.05,315.49,698.1,94.1,3450,547.23,757.23,4,0,8,0,2,-2,604.25,CCC,66.25,4.58,-1.48,-210.0,9.12
766,Corp_766,Retail,Haryana,23,977.64,94.4,96.37,403.92,630.44,40.4,4565,205.0,936.79,1,0,8,0,3,-2,812.6,BBB,121.98,4.28,9.86,-731.79,6.66
767,Corp_767,Pharma,Rajasthan,32,1033.11,126.97,49.22,31.85,163.87,37.9,211,646.41,998.97,6,1,23,0,1,1,60.16,BB,42.96,0.25,4.76,-352.56,1.4
768,Corp_768,IT Services,Rajasthan,25,309.94,52.4,77.08,109.7,186.83,46.6,4879,506.28,728.44,5,0,32,0,2,2,439.24,AA,15.84,2.09,24.87,-222.16,27.73
769,Corp_769,Textiles,Uttar Pradesh,7,310.69,157.31,111.43,256.25,696.77,63.1,1671,1238.36,1040.59,0,0,25,0,9,1,260.92,A,33.39,1.63,35.87,197.77,7.81
770,Corp_770,Textiles,Punjab,22,1049.09,31.85,15.29,641.21,319.5,73.5,4700,466.96,237.06,1,0,11,0,5,-3,464.88,CCC,112.48,20.13,1.46,229.9,4.13
771,Corp_771,Auto Components,Haryana,12,287.62,68.55,26.82,208.1,259.19,77.8,3814,752.04,126.23,1,0,27,0,6,-5,699.34,A,59.89,3.04,9.32,625.81,11.68
772,Corp_772,Food Processing,Maharashtra,6,1104.49,43.79,92.91,310.9,71.72,59.7,596,686.11,1007.34,3,0,7,0,5,4,314.96,AA,49.78,7.1,8.41,-321.23,6.33
773,Corp_773,Food Processing,Delhi,39,828.29,249.18,47.99,5.08,632.29,36.6,4235,90.33,872.35,0,0,7,0,6,-4,494.39,CCC,259.47,0.02,5.79,-782.02,1.91
774,Corp_774,Infrastructure,Delhi,5,522.76,117.29,83.28,415.04,709.66,54.2,3303,948.77,357.66,4,1,27,0,4,1,14.67,AA,239.12,3.54,15.93,591.11,0.06
775,Corp_775,Textiles,Karnataka,6,1038.23,20.97,18.85,59.65,584.28,93.7,3005,1023.79,696.04,1,0,22,1,8,2,139.96,CCC,100.8,2.84,1.82,327.75,1.39
776,Corp_776,Food Processing,Telangana,24,339.44,164.18,-13.82,42.09,406.91,86.3,2170,433.93,304.42,7,0,31,0,1,5,166.88,A,234.83,0.26,-4.07,129.51,0.71
777,Corp_777,Manufacturing,Maharashtra,38,103.82,151.25,40.32,424.7,562.61,92.0,3071,520.48,206.85,0,0,25,0,8,-3,309.53,BBB,198.34,2.81,38.84,313.63,1.56
778,Corp_778,Steel,Karnataka,31,664.08,74.09,79.91,583.98,179.23,72.2,4925,1227.55,984.1,6,0,19,0,3,0,877.6,A,267.82,7.88,12.03,243.45,3.28
779,Corp_779,Textiles,Telangana,35,485.65,11.09,47.15,633.09,227.88,73.4,3180,562.79,1234.85,4,0,6,0,8,3,449.18,AAA,190.5,57.09,9.71,-672.06,2.36
780,Corp_780,Food Processing,Karnataka,19,862.57,36.24,39.02,456.64,233.81,53.0,4646,64.31,568.42,6,0,33,1,2,3,649.78,AAA,78.65,12.6,4.52,-504.11,8.26
781,Corp_781,IT Services,Delhi,8,536.47,125.35,84.2,298.72,634.89,89.0,94,48.74,223.29,2,0,4,0,4,5,373.59,CCC,113.44,2.38,15.7,-174.55,3.29
782,Corp_782,Pharma,Haryana,18,121.55,60.08,-15.27,224.35,292.55,69.3,2230,819.72,903.36,5,0,22,0,2,-2,375.73,CCC,217.74,3.73,-12.56,-83.64,1.73
783,Corp_783,IT Services,Telangana,23,385.93,156.23,116.98,689.0,752.4,50.6,2168,487.52,205.76,3,0,18,0,3,2,104.2,CCC,128.0,4.41,30.31,281.76,0.81
784,Corp_784,Auto Components,Gujarat,21,883.13,214.4,89.6,517.82,115.36,63.6,3274,844.68,365.95,2,0,14,0,2,-3,426.52,AA,235.9,2.42,10.15,478.73,1.81
785,Corp_785,Pharma,Telangana,25,1198.85,115.75,-0.85,449.82,15.74,71.6,3077,127.28,312.24,3,1,15,0,3,2,539.76,CCC,293.43,3.89,-0.07,-184.96,1.84
786,Corp_786,Textiles,Telangana,11,648.03,27.11,34.64,17.26,399.88,61.6,593,1206.74,1114.08,7,0,20,0,1,1,369.82,AA,257.47,0.64,5.35,92.66,1.44
787,Corp_787,Infrastructure,Maharashtra,15,586.12,211.05,92.29,77.39,818.83,44.4,3174,714.54,400.26,3,0,5,1,9,-4,351.67,B,178.33,0.37,15.75,314.28,1.97
788,Corp_788,Chemicals,Rajasthan,22,984.88,14.89,73.45,257.24,82.21,86.2,737,692.64,948.79,5,1,24,0,5,2,288.71,AA,152.18,17.28,7.46,-256.15,1.9
789,Corp_789,Chemicals,Delhi,13,1152.44,99.7,6.38,389.07,103.28,76.6,621,1146.17,188.94,1,0,3,0,8,-2,210.72,A,103.73,3.9,0.55,957.23,2.03
790,Corp_790,Textiles,Rajasthan,11,839.1,94.42,75.02,514.05,648.4,70.4,2833,1127.94,1026.74,1,0,13,0,9,-1,331.07,AA,124.45,5.44,8.94,101.2,2.66
791,Corp_791,Auto Components,Gujarat,34,769.04,158.99,23.85,415.66,738.9,93.5,2478,972.9,363.02,5,0,17,1,8,5,431.98,A,251.7,2.61,3.1,609.88,1.72
792,Corp_792,Manufacturing,Punjab,34,919.7,204.98,13.88,425.1,266.61,94.6,2869,546.77,325.23,6,1,32,0,2,3,691.75,AA,186.99,2.07,1.51,221.54,3.7
793,Corp_793,Pharma,Haryana,37,1188.39,28.32,8.75,247.38,346.12,93.8,3893,494.83,628.45,1,0,32,0,1,-5,259.79,AAA,192.92,8.74,0.74,-133.62,1.35
794,Corp_794,Retail,Gujarat,28,493.44,114.91,53.2,292.49,833.14,37.5,4023,1282.0,559.64,1,0,18,0,3,-3,702.92,AAA,246.34,2.55,10.78,722.36,2.85
795,Corp_795,IT Services,Maharashtra,17,925.04,45.96,38.05,212.14,46.74,91.9,2365,1038.47,380.09,1,0,12,0,8,-5,539.74,CCC,61.49,4.62,4.11,658.38,8.78
796,Corp_796,Pharma,Telangana,19,112.52,172.83,37.67,81.35,850.98,53.9,196,485.81,293.74,2,0,28,0,6,3,256.76,AAA,66.52,0.47,33.48,192.07,3.86
797,Corp_797,Manufacturing,Punjab,28,684.33,221.89,96.75,288.85,285.96,74.2,3876,1149.24,921.59,7,0,6,0,6,5,318.89,BBB,139.65,1.3,14.14,227.65,2.28
798,Corp_798,Chemicals,Gujarat,10,895.12,79.93,-10.02,248.25,581.53,94.9,3937,591.89,1126.91,3,0,4,0,3,0,370.21,BBB,178.66,3.11,-1.12,-535.02,2.07
799,Corp_799,Food Processing,Maharashtra,34,614.25,177.02,-16.92,166.45,638.51,87.7,3411,211.84,1025.51,6,1,15,0,4,2,661.11,AAA,101.08,0.94,-2.75,-813.67,6.54
800,Corp_800,Auto Components,Tamil Nadu,30,892.61,135.41,119.49,301.36,11.7,45.4,1128,26.76,1007.93,2,0,27,0,3,1,11.28,CCC,190.44,2.23,13.39,-981.17,0.06
801,Corp_801,Retail,Rajasthan,31,1110.79,207.94,75.52,202.21,506.77,63.9,2615,944.53,767.51,0,0,10,1,1,-1,647.41,A,78.78,0.97,6.8,177.02,8.22
802,Corp_802,Infrastructure,Punjab,14,946.95,223.0,48.3,122.43,625.01,40.6,1543,1023.55,23.82,7,0,33,1,3,5,731.38,CCC,28.92,0.55,5.1,999.73,25.29
803,Corp_803,Infrastructure,Tamil Nadu,12,360.95,107.38,-4.25,409.1,20.07,36.1,3466,804.12,355.43,3,1,21,0,5,5,490.22,AA,160.33,3.81,-1.18,448.69,3.06
804,Corp_804,Infrastructure,Gujarat,12,1068.93,14.21,1.57,642.88,526.37,88.6,2219,780.4,1057.92,7,1,16,0,2,-5,510.5,BB,48.84,45.24,0.15,-277.52,10.45
805,Corp_805,Infrastructure,Rajasthan,14,536.05,23.64,3.78,543.35,137.01,60.7,3771,39.65,452.76,2,0,15,0,9,-2,123.7,AAA,81.72,22.98,0.71,-413.11,1.51
806,Corp_806,Food Processing,Telangana,15,1088.46,133.51,-4.84,495.4,119.55,56.5,4744,557.24,620.12,6,0,24,0,6,-1,317.65,AAA,201.67,3.71,-0.44,-62.88,1.58
807,Corp_807,Food Processing,Gujarat,34,268.03,122.66,16.22,216.24,835.7,88.9,1468,63.06,525.18,1,0,15,0,4,-2,335.61,B,72.0,1.76,6.05,-462.12,4.66
808,Corp_808,Infrastructure,Punjab,19,1038.34,6.17,14.01,657.18,399.6,64.6,1063,51.22,254.85,0,1,16,0,7,-5,761.1,CCC,77.45,106.51,1.35,-203.63,9.83
809,Corp_809,Food Processing,Maharashtra,26,780.9,26.16,117.78,545.11,291.69,94.0,3646,996.01,103.22,7,0,13,0,5,-5,394.14,B,280.23,20.84,15.08,892.79,1.41
810,Corp_810,IT Services,Telangana,24,1077.12,141.19,42.23,320.69,223.39,43.7,1986,186.53,502.55,4,0,9,0,7,3,323.67,AAA,63.31,2.27,3.92,-316.02,5.11
811,Corp_811,Manufacturing,Delhi,6,1187.93,84.88,21.94,101.3,169.09,67.9,1358,179.06,145.7,6,0,12,0,1,5,102.66,CCC,258.84,1.19,1.85,33.36,0.4
812,Corp_812,Textiles,Maharashtra,4,948.61,91.49,46.15,421.79,58.23,56.3,1262,883.35,919.38,2,0,29,0,4,1,899.09,BB,135.08,4.61,4.87,-36.03,6.66
813,Corp_813,Manufacturing,Rajasthan,18,1149.8,185.58,53.27,130.22,636.09,35.3,2548,247.99,101.09,0,1,5,1,5,-5,144.15,A,29.28,0.7,4.63,146.9,4.92
814,Corp_814,Infrastructure,Gujarat,14,492.5,215.75,94.82,231.17,41.63,83.5,2810,350.34,729.58,7,0,24,0,7,0,433.0,AAA,151.68,1.07,19.25,-379.24,2.85
815,Corp_815,Textiles,Gujarat,9,761.12,169.54,23.67,691.89,251.11,61.1,4344,658.84,208.37,3,0,4,0,5,3,239.69,CCC,76.99,4.08,3.11,450.47,3.11
816,Corp_816,Food Processing,Karnataka,8,692.8,175.37,60.04,395.96,434.19,64.0,4449,959.0,1174.68,3,0,33,0,2,0,641.38,BB,159.24,2.26,8.67,-215.68,4.03
817,Corp_817,Infrastructure,Uttar Pradesh,36,228.93,170.91,-12.5,139.96,265.49,88.3,3947,735.54,1164.57,0,0,26,0,1,-5,352.3,A,215.41,0.82,-5.46,-429.03,1.64
818,Corp_818,Retail,Rajasthan,10,667.95,136.69,93.39,222.39,234.45,39.1,4691,166.59,700.82,2,0,21,0,7,5,169.68,AAA,168.85,1.63,13.98,-534.23,1.0
819,Corp_819,Steel,Punjab,35,75.17,30.68,38.79,587.31,100.87,72.8,725,575.45,307.4,3,0,25,0,7,4,830.57,BB,181.45,19.14,51.6,268.05,4.58
820,Corp_820,Steel,Delhi,24,817.91,112.98,90.51,57.54,853.12,84.0,2193,944.58,911.84,7,0,24,0,5,2,339.18,CCC,132.37,0.51,11.07,32.74,2.56
821,Corp_821,Textiles,Telangana,10,69.62,119.2,1.25,185.33,275.21,67.1,2575,836.78,454.0,3,0,15,0,8,-2,358.27,A,55.63,1.55,1.8,382.78,6.44
822,Corp_822,Auto Components,Rajasthan,36,969.38,157.41,5.32,182.66,80.72,92.0,3155,60.64,538.62,3,0,7,1,7,2,728.51,A,256.02,1.16,0.55,-477.98,2.85
823,Corp_823,IT Services,Karnataka,26,873.54,224.37,37.23,166.04,369.97,40.3,2160,1144.46,402.74,1,0,5,0,5,4,538.31,B,114.3,0.74,4.26,741.72,4.71
824,Corp_824,IT Services,Karnataka,10,621.96,81.18,28.28,280.15,419.94,79.3,4813,831.59,1189.15,1,1,12,0,4,0,497.27,AA,233.25,3.45,4.55,-357.56,2.13
825,Corp_825,Chemicals,Delhi,5,327.64,33.22,25.66,595.89,681.67,86.8,1750,1204.98,702.3,4,1,11,0,2,2,130.41,B,114.5,17.94,7.83,502.68,1.14
826,Corp_826,Manufacturing,Maharashtra,15,1154.8,34.43,30.94,477.05,501.53,45.3,2841,105.05,1238.66,6,0,33,0,7,0,242.23,BB,205.71,13.86,2.68,-1133.61,1.18
827,Corp_827,Manufacturing,Delhi,25,187.34,44.13,98.85,640.9,629.17,47.9,4997,46.97,549.59,2,0,24,0,1,-1,457.38,A,32.23,14.52,52.77,-502.62,14.19
828,Corp_828,Auto Components,Gujarat,39,968.8,238.31,32.94,345.0,245.46,65.0,3616,358.6,96.8,4,0,10,0,1,3,444.73,BBB,130.43,1.45,3.4,261.8,3.41
829,Corp_829,Pharma,Punjab,4,1066.78,69.44,59.88,522.1,811.44,61.7,289,179.74,70.92,3,0,30,1,8,-5,798.71,BBB,190.67,7.52,5.61,108.82,4.19
830,Corp_830,Textiles,Haryana,32,970.61,137.29,83.39,458.54,585.56,73.2,4025,648.82,54.76,2,0,11,0,2,-5,526.32,CCC,102.31,3.34,8.59,594.06,5.14
831,Corp_831,Auto Components,Gujarat,12,614.97,173.59,68.72,206.45,773.95,81.8,3336,1194.46,655.52,7,0,25,0,8,-2,374.87,CCC,160.21,1.19,11.17,538.94,2.34
832,Corp_832,Textiles,Maharashtra,21,232.08,146.84,91.11,698.58,538.17,62.5,467,625.23,393.71,5,0,21,0,9,0,630.84,AA,232.74,4.76,39.26,231.52,2.71
833,Corp_833,IT Services,Gujarat,2,146.34,46.53,13.29,551.58,165.0,40.9,3349,889.24,414.27,2,0,6,0,6,-2,614.87,AAA,9.54,11.85,9.08,474.97,64.45
834,Corp_834,Steel,Tamil Nadu,16,1102.48,124.37,42.98,23.39,580.16,49.9,4714,756.96,124.93,7,0,31,0,5,1,250.41,BB,96.59,0.19,3.9,632.03,2.59
835,Corp_835,Manufacturing,Haryana,36,401.67,231.74,95.81,675.44,362.31,45.5,4699,436.9,682.72,5,0,8,0,8,-4,852.52,BBB,216.05,2.91,23.85,-245.82,3.95
836,Corp_836,IT Services,Rajasthan,26,1185.49,120.11,95.17,263.45,162.38,74.8,997,1008.05,1237.78,3,1,3,0,4,2,840.62,BBB,166.72,2.19,8.03,-229.73,5.04
837,Corp_837,Infrastructure,Karnataka,3,1065.81,61.16,29.18,348.01,631.11,78.9,2142,1074.11,449.94,3,0,13,0,1,-5,203.08,AA,214.38,5.69,2.74,624.17,0.95
838,Corp_838,Auto Components,Delhi,23,1119.7,95.47,34.92,191.77,278.91,63.5,2711,115.07,222.42,0,0,25,0,2,3,590.32,AA,78.5,2.01,3.12,-107.35,7.52
839,Corp_839,Steel,Gujarat,31,476.88,42.95,17.69,185.72,633.83,85.5,711,1284.36,169.29,1,0,20,0,3,5,687.72,AAA,250.42,4.32,3.71,1115.07,2.75
840,Corp_840,Pharma,Gujarat,6,442.61,72.66,-15.04,514.78,327.08,58.2,3576,417.84,489.74,5,0,17,0,2,3,815.88,A,20.02,7.08,-3.4,-71.9,40.75
841,Corp_841,Manufacturing,Gujarat,5,606.44,194.24,35.47,58.94,351.09,72.2,1500,1056.62,402.12,0,0,14,1,3,-4,723.74,AA,60.16,0.3,5.85,654.5,12.03
842,Corp_842,IT Services,Punjab,17,1113.08,130.04,56.88,594.65,801.03,93.8,1622,778.73,339.71,2,1,19,0,9,-4,171.86,AAA,141.51,4.57,5.11,439.02,1.21
843,Corp_843,IT Services,Telangana,3,1174.26,43.44,37.9,28.56,821.64,74.8,2462,822.35,483.47,4,0,14,0,4,1,296.03,A,223.84,0.66,3.23,338.88,1.32
844,Corp_844,Manufacturing,Tamil Nadu,39,447.94,31.29,-7.21,59.04,795.42,63.7,4478,1179.85,1168.92,1,0,24,0,6,0,666.46,BBB,135.37,1.89,-1.61,10.93,4.92
845,Corp_845,Chemicals,Maharashtra,9,149.97,31.37,-9.34,100.07,513.92,86.5,4209,1131.77,687.93,6,0,16,0,9,-1,355.31,BBB,105.01,3.19,-6.23,443.84,3.38
846,Corp_846,Chemicals,Karnataka,9,230.7,172.22,111.65,259.72,525.53,44.1,890,1017.49,576.02,6,0,16,0,4,-3,781.84,CCC,205.74,1.51,48.4,441.47,3.8
847,Corp_847,Retail,Tamil Nadu,2,441.83,4.45,96.21,256.73,522.61,75.1,1895,408.53,1109.12,6,0,7,0,9,-2,216.53,BBB,116.05,57.69,21.78,-700.59,1.87
848,Corp_848,Chemicals,Gujarat,19,754.99,240.01,72.3,463.67,725.03,85.0,4834,308.97,1051.89,0,0,22,0,1,0,448.52,AAA,250.92,1.93,9.58,-742.92,1.79
849,Corp_849,Retail,Uttar Pradesh,39,240.78,71.85,9.14,440.4,660.53,76.4,2254,930.49,36.26,4,0,32,0,9,3,474.13,B,241.74,6.13,3.8,894.23,1.96
850,Corp_850,Manufacturing,Telangana,13,961.46,199.42,91.35,392.59,704.67,49.9,4866,103.02,731.34,5,0,17,1,1,-5,209.54,AAA,137.11,1.97,9.5,-628.32,1.53
851,Corp_851,Auto Components,Maharashtra,24,993.22,184.48,23.59,126.08,293.07,41.1,3681,825.03,1043.32,0,0,8,0,1,-3,833.69,B,189.93,0.68,2.38,-218.29,4.39
852,Corp_852,IT Services,Punjab,18,708.97,74.54,26.84,175.98,508.2,66.7,2085,998.25,667.36,4,0,27,0,6,5,9.13,BB,180.5,2.36,3.79,330.89,0.05
853,Corp_853,Chemicals,Maharashtra,15,1117.72,34.5,66.54,509.94,596.42,47.1,1268,571.93,922.38,7,0,23,0,9,-3,522.19,BBB,11.11,14.78,5.95,-350.45,47.0
854,Corp_854,Steel,Rajasthan,39,994.35,51.83,11.43,492.1,876.49,81.4,1400,869.15,863.23,2,0,33,0,5,-4,641.05,AAA,54.51,9.49,1.15,5.92,11.76
855,Corp_855,Food Processing,Haryana,32,725.77,128.13,-3.7,631.24,292.94,49.4,1954,760.18,1209.66,7,0,27,0,3,5,640.38,B,140.9,4.93,-0.51,-449.48,4.54
856,Corp_856,Textiles,Tamil Nadu,6,500.61,121.51,25.71,296.95,507.88,71.1,1237,910.97,123.57,1,0,29,0,3,3,354.87,BB,136.32,2.44,5.14,787.4,2.6
857,Corp_857,Steel,Karnataka,38,952.05,23.36,22.29,531.4,29.87,90.7,2273,1106.86,1219.3,4,0,7,0,6,2,198.06,BBB,228.62,22.75,2.34,-112.44,0.87
858,Corp_858,IT Services,Haryana,5,781.48,145.72,-0.19,459.63,399.58,80.3,2644,511.36,264.31,0,0,9,0,3,-5,607.63,CCC,55.75,3.15,-0.02,247.05,10.9
859,Corp_859,Infrastructure,Maharashtra,4,844.6,247.7,84.82,208.06,793.27,63.4,1149,48.72,1113.72,6,1,11,1,6,2,143.63,B,208.99,0.84,10.04,-1065.0,0.69
860,Corp_860,Pharma,Maharashtra,14,987.19,76.25,20.77,240.77,144.89,79.8,1518,575.71,510.84,3,0,29,0,7,0,875.41,BB,86.61,3.16,2.1,64.87,10.11
861,Corp_861,Infrastructure,Rajasthan,2,704.89,117.87,110.51,581.51,360.58,66.9,2019,201.53,736.14,1,0,10,0,4,0,121.59,A,78.29,4.93,15.68,-534.61,1.55
862,Corp_862,IT Services,Telangana,37,393.51,155.19,67.06,493.16,658.31,92.8,874,804.96,124.38,2,0,15,0,1,-5,639.19,BBB,297.2,3.18,17.04,680.58,2.15
863,Corp_863,Food Processing,Telangana,36,995.84,49.28,14.68,548.54,543.95,73.6,4911,500.15,663.52,3,0,13,0,8,3,526.07,BBB,62.41,11.13,1.47,-163.37,8.43
864,Corp_864,Pharma,Rajasthan,10,997.84,159.78,17.59,645.47,61.73,48.5,4359,191.9,755.66,7,1,29,0,5,5,40.52,BB,81.81,4.04,1.76,-563.76,0.5
865,Corp_865,Manufacturing,Uttar Pradesh,14,624.15,164.04,25.48,361.05,205.81,39.9,2634,969.64,1097.42,2,0,23,0,3,-4,224.54,BB,89.87,2.2,4.08,-127.78,2.5
866,Corp_866,Food Processing,Rajasthan,6,388.33,127.6,34.48,217.39,509.31,50.6,1300,1123.38,493.19,5,0,16,0,4,-1,535.03,AAA,87.96,1.7,8.88,630.19,6.08
867,Corp_867,Chemicals,Maharashtra,14,71.47,26.02,0.91,417.2,484.95,52.5,2307,307.45,728.21,4,0,19,0,9,-1,849.1,A,145.21,16.03,1.27,-420.76,5.85
868,Corp_868,Food Processing,Punjab,11,308.99,60.03,80.57,433.5,363.35,43.7,666,1047.24,518.25,2,1,24,0,8,-5,371.9,CCC,172.23,7.22,26.08,528.99,2.16
869,Corp_869,Steel,Delhi,39,1183.79,220.27,104.06,76.07,496.1,88.3,2162,340.85,618.93,3,0,18,0,7,-3,63.28,A,129.07,0.35,8.79,-278.08,0.49
870,Corp_870,Food Processing,Punjab,9,1118.84,59.77,116.73,134.47,391.33,68.6,666,155.99,742.38,1,0,27,0,4,-1,238.57,AAA,96.14,2.25,10.43,-586.39,2.48
871,Corp_871,Chemicals,Delhi,17,1144.91,140.73,34.94,612.04,490.26,59.7,235,374.51,920.34,0,0,9,0,6,-5,70.92,A,106.69,4.35,3.05,-545.83,0.66
872,Corp_872,Retail,Karnataka,24,502.02,144.87,-0.89,461.44,814.61,89.1,455,288.63,82.01,5,0,3,1,5,-3,58.9,A,271.73,3.19,-0.18,206.62,0.22
873,Corp_873,Infrastructure,Tamil Nadu,24,902.52,230.35,116.45,362.68,250.47,41.8,763,989.73,524.38,6,0,29,0,5,3,530.69,A,235.41,1.57,12.9,465.35,2.25
874,Corp_874,Food Processing,Telangana,34,761.17,223.02,44.73,391.08,780.36,58.9,766,929.64,373.48,4,1,31,0,5,-2,486.97,AA,299.63,1.75,5.88,556.16,1.63
875,Corp_875,Chemicals,Telangana,15,1062.61,61.14,-17.37,487.9,896.5,61.5,68,610.63,487.16,5,0,12,0,7,3,836.17,CCC,103.14,7.98,-1.63,123.47,8.11
876,Corp_876,Steel,Uttar Pradesh,22,202.15,127.37,15.56,264.82,424.18,40.3,3384,361.85,32.5,0,0,4,1,3,0,590.29,AAA,153.49,2.08,7.7,329.35,3.85
877,Corp_877,Chemicals,Karnataka,36,1161.37,84.52,-2.14,667.16,381.69,77.2,4210,228.45,321.72,2,0,20,0,4,5,711.34,AA,94.24,7.89,-0.18,-93.27,7.55
878,Corp_878,Steel,Punjab,2,548.6,75.41,36.14,89.67,762.09,56.5,823,525.29,674.07,2,0,33,0,3,3,858.82,B,39.03,1.19,6.59,-148.78,22.0
879,Corp_879,Auto Components,Maharashtra,23,568.49,108.18,42.14,163.86,78.75,60.1,2524,275.14,417.35,3,0,20,0,2,1,516.57,A,230.08,1.51,7.41,-142.21,2.25
880,Corp_880,Retail,Rajasthan,33,294.77,33.36,102.15,388.78,811.63,49.5,2987,415.64,320.94,6,1,6,0,8,2,144.83,A,89.71,11.65,34.65,94.7,1.61
881,Corp_881,Steel,Haryana,37,228.87,234.85,-13.71,139.42,684.34,54.7,2788,378.88,497.01,6,0,7,0,3,3,873.95,BB,32.98,0.59,-5.99,-118.13,26.5
882,Corp_882,Textiles,Rajasthan,11,721.15,43.64,98.27,176.83,646.45,38.1,1894,755.67,875.38,2,0,5,0,6,0,32.86,CCC,101.51,4.05,13.63,-119.71,0.32
883,Corp_883,Auto Components,Telangana,17,618.98,169.74,85.5,536.12,812.4,83.5,2773,674.15,1188.65,7,0,29,0,3,1,707.17,B,95.86,3.16,13.81,-514.5,7.38
884,Corp_884,Pharma,Haryana,33,404.97,76.39,98.55,639.66,588.16,88.2,1168,786.94,554.4,3,0,11,0,2,-5,305.43,AAA,14.02,8.37,24.34,232.54,21.79
885,Corp_885,Auto Components,Rajasthan,34,758.3,165.03,41.74,323.58,399.84,79.6,4327,517.77,83.72,3,0,30,0,4,-2,886.63,BB,50.81,1.96,5.5,434.05,17.45
886,Corp_886,Steel,Punjab,9,426.54,208.24,109.9,92.83,631.06,43.2,1365,488.56,1224.76,0,0,18,0,6,5,554.2,AAA,27.29,0.45,25.77,-736.2,20.31
887,Corp_887,Auto Components,Telangana,33,942.95,43.23,66.93,94.34,649.1,41.0,1203,99.42,904.53,5,0,31,0,2,1,805.1,B,270.35,2.18,7.1,-805.11,2.98
888,Corp_888,Manufacturing,Uttar Pradesh,6,1047.67,239.46,61.67,333.18,543.49,38.8,3232,620.62,1098.97,1,0,12,0,3,4,94.65,CCC,49.04,1.39,5.89,-478.35,1.93
889,Corp_889,Retail,Karnataka,24,1184.01,178.43,103.76,52.33,877.6,74.1,3758,1193.71,628.36,0,1,33,0,2,-2,200.89,A,261.43,0.29,8.76,565.35,0.77
890,Corp_890,Steel,Rajasthan,25,1107.88,244.9,79.17,544.75,58.55,77.6,2399,665.85,333.27,0,0,4,0,8,3,337.97,BB,22.88,2.22,7.15,332.58,14.77
891,Corp_891,Steel,Haryana,10,246.31,121.8,107.28,402.07,442.82,48.5,4752,455.84,69.79,2,1,19,0,6,3,553.34,CCC,297.79,3.3,43.55,386.05,1.86
892,Corp_892,Steel,Rajasthan,16,395.9,138.1,5.23,423.67,343.28,67.6,3750,806.26,159.68,7,0,18,0,7,-4,680.42,AAA,231.44,3.07,1.32,646.58,2.94
893,Corp_893,Pharma,Uttar Pradesh,33,750.35,228.89,37.85,29.08,303.44,49.0,4718,828.98,368.51,5,0,18,0,7,3,225.73,CCC,100.76,0.13,5.04,460.47,2.24
894,Corp_894,Infrastructure,Punjab,5,185.86,13.68,2.1,317.07,48.79,62.9,2926,111.08,1188.5,5,0,19,0,5,1,686.78,BB,132.04,23.18,1.13,-1077.42,5.2
895,Corp_895,Retail,Maharashtra,23,794.77,119.67,11.05,630.67,140.89,45.4,3980,856.26,272.5,1,1,14,0,9,5,144.52,A,281.96,5.27,1.39,583.76,0.51
896,Corp_896,Chemicals,Rajasthan,39,772.81,27.37,48.49,605.83,695.58,54.0,1559,290.88,536.47,6,0,11,1,2,-5,346.26,AAA,250.73,22.13,6.27,-245.59,1.38
897,Corp_897,Chemicals,Uttar Pradesh,31,1179.25,55.78,30.13,443.4,318.92,50.0,1336,294.29,748.82,4,0,25,0,2,-2,116.73,BBB,247.62,7.95,2.56,-454.53,0.47
898,Corp_898,Infrastructure,Telangana,2,1002.87,129.37,72.49,267.25,185.48,62.4,2413,1184.54,990.71,5,0,32,0,8,-4,816.28,AAA,18.64,2.07,7.23,193.83,43.79
899,Corp_899,Textiles,Punjab,18,591.81,204.09,0.07,308.58,570.39,86.8,309,903.89,977.45,7,1,17,0,5,2,580.24,CCC,100.93,1.51,0.01,-73.56,5.75
900,Corp_900,Chemicals,Maharashtra,19,199.38,48.23,-18.36,378.38,50.57,52.6,942,785.85,123.59,1,1,3,0,7,0,704.54,BBB,271.48,7.85,-9.21,662.26,2.6
901,Corp_901,Pharma,Haryana,13,956.66,138.64,4.3,123.58,626.73,37.2,1697,985.39,1108.07,5,0,13,0,6,-2,46.21,BBB,169.05,0.89,0.45,-122.68,0.27
902,Corp_902,Chemicals,Haryana,16,271.83,157.95,113.92,483.31,777.45,73.7,3424,721.61,813.53,6,0,4,0,5,-4,107.92,BBB,220.63,3.06,41.91,-91.92,0.49
903,Corp_903,Infrastructure,Telangana,28,250.18,122.72,114.25,453.09,577.46,83.0,1327,866.68,1184.63,0,0,26,0,2,2,890.82,B,148.98,3.69,45.67,-317.95,5.98
904,Corp_904,Steel,Tamil Nadu,21,819.67,111.7,-14.05,158.29,227.78,86.1,2990,270.99,477.2,6,0,33,1,1,0,333.31,AAA,29.05,1.42,-1.71,-206.21,11.47
905,Corp_905,Retail,Telangana,29,907.25,195.15,-1.22,16.87,803.99,48.7,2820,961.29,845.41,4,0,30,0,2,-2,392.15,AAA,28.37,0.09,-0.13,115.88,13.82
